contig	start	stop	name
1	243859011	243859355	chr1:243858982:243859255:142380419
1	244006295	244006749	chr1:244006394:244006649:142380420
1	244393876	244394337	chr1:244393975:244394237:142380421
1	245558448	245558904	chr1:245558547:245558804:142380422
1	247584443	247584908	chr1:247584542:247584808:142380423
1	247587521	247587995	chr1:247587620:247587895:142380424
2	7774482	7774938	chr2:7774581:7774838:142380079
2	9098585	9099033	chr2:9098684:9098933:142380089
2	10932073	10932513	chr2:10932172:10932413:142380111
2	21230302	21230727	chr2:21230401:21230627:142380493
2	25064059	25064525	chr2:25064158:25064425:142380563
2	25457019	25457457	chr2:25457118:25457357:142380571
2	25458448	25458886	chr2:25458547:25458786:142380572
2	25461853	25462295	chr2:25461952:25462195:142380573
2	25463041	25463350	chr2:25463140:25463376:142380574
2	25463351	25463551	chr2:25463324:25463577:142380575
2	25463552	25463877	chr2:25463524:25463777:142380576
2	25464297	25464734	chr2:25464396:25464634:142380577
2	25466639	25466986	chr2:25466738:25467010:142380578
2	25466987	25467211	chr2:25466962:25467236:142380579
2	25467212	25467399	chr2:25467186:25467426:142380580
2	25467400	25467728	chr2:25467372:25467628:142380581
2	25467988	25468444	chr2:25468087:25468344:142380582
2	25468753	25469057	chr2:25468852:25469083:142380583
2	25469058	25469359	chr2:25469030:25469301:142380584
2	25469360	25469791	chr2:25469416:25469691:142380585
2	25470326	25470754	chr2:25470425:25470654:142380586
2	25470778	25471096	chr2:25470877:25471123:142380587
2	25471097	25471416	chr2:25471069:25471316:142380588
2	25497674	25498098	chr2:25497773:25497998:142380589
2	25505154	25505490	chr2:25505253:25505516:142380590
2	25505491	25505804	chr2:25505463:25505704:142380591
2	25522796	25523268	chr2:25522895:25523168:142380592
2	29415963	29416282	chr2:29416062:29416308:142380822
2	29416283	29416504	chr2:29416256:29416530:142380823
2	29416505	29416725	chr2:29416478:29416752:142380824
2	29416726	29417037	chr2:29416698:29416937:142380825
2	29432516	29432968	chr2:29432615:29432868:142380827
2	29443440	29443888	chr2:29443539:29443788:142380830
2	29445014	29445486	chr2:29445113:29445386:142380831
2	29519622	29520070	chr2:29519721:29519970:142380842
2	29917586	29918038	chr2:29917685:29917938:142380946
2	30142729	30143051	chr2:30142828:30143078:142381149
2	30143052	30143244	chr2:30143024:30143269:142381150
2	30143245	30143464	chr2:30143218:30143488:142381151
2	30143465	30143814	chr2:30143440:30143714:142381152
2	39082212	39082654	chr2:39082311:39082554:142381593
2	39281640	39282080	chr2:39281739:39281980:142381595
2	61705726	61706044	chr2:61705825:61706072:142380297
2	61706045	61706390	chr2:61706015:61706290:142380298
2	61709379	61709652	chr2:61709478:61709681:142380299
2	61709653	61709989	chr2:61709622:61709889:142380300
2	61719034	61719349	chr2:61719133:61719377:142380301
2	61719350	61719521	chr2:61719321:61719548:142380302
2	61719522	61719717	chr2:61719493:61719744:142380303
2	61719718	61720024	chr2:61719689:61719924:142380304
2	61720895	61721210	chr2:61720994:61721237:142380305
2	61721211	61721537	chr2:61721182:61721437:142380306
2	63193964	63194296	chr2:63194063:63194323:142380316
2	63194297	63194483	chr2:63194269:63194510:142380317
2	63194484	63194812	chr2:63194455:63194712:142380318
2	71633255	71633725	chr2:71633354:71633625:142380653
2	86337796	86338268	chr2:86337895:86338168:142380711
2	108998164	108998597	chr2:108998263:108998497:142381335
2	112748378	112748852	chr2:112748477:112748752:142381413
2	112752867	112753297	chr2:112752966:112753197:142381414
2	118281710	118282174	chr2:118281809:118282074:142381670
2	119751965	119752410	chr2:119752064:119752310:142381723
2	130832863	130833299	chr2:130832962:130833199:142381836
2	145158639	145159085	chr2:145158738:145158985:142382161
2	170938394	170938850	chr2:170938493:170938750:142382494
2	174946249	174946707	chr2:174946348:174946607:142382500
2	178098665	178099095	chr2:178098764:178098995:142379928
2	198266704	198267170	chr2:198266803:198267070:142379994
2	207040917	207041347	chr2:207041016:207041247:142380008
2	209112979	209113437	chr2:209113078:209113337:142380012
2	212248201	212248547	chr2:212248300:212248573:142380014
2	212248548	212248738	chr2:212248520:212248766:142380015
2	212248739	212249037	chr2:212248710:212248937:142380016
2	212251444	212251771	chr2:212251543:212251798:142380017
2	212251772	212252076	chr2:212251743:212251976:142380018
2	212288744	212289200	chr2:212288843:212289100:142380019
2	212295536	212295970	chr2:212295635:212295870:142380020
2	212426492	212426797	chr2:212426591:212426824:142380021
2	212426798	212427123	chr2:212426769:212427023:142380022
2	212529916	212530362	chr2:212530015:212530262:142380023
2	212566522	212566854	chr2:212566621:212566881:142380024
2	212566855	212567194	chr2:212566827:212567094:142380025
2	212586886	212587193	chr2:212586985:212587220:142380026
2	212587194	212587514	chr2:212587165:212587414:142380027
2	212652606	212653040	chr2:212652705:212652940:142380028
2	212812019	212812324	chr2:212812118:212812351:142380029
2	212812325	212812631	chr2:212812296:212812531:142380030
2	212989343	212989786	chr2:212989442:212989686:142380031
2	232326283	232326729	chr2:232326382:232326629:142380047
3	10183310	10183608	chr3:10183409:10183643:142380098
3	10183609	10183771	chr3:10183573:10183803:142380099
3	10183772	10184068	chr3:10183739:10183968:142380100
3	10188066	10188520	chr3:10188165:10188420:142380101
3	10191337	10191795	chr3:10191436:10191695:142380102
3	11599803	11600251	chr3:11599902:11600151:142380148
3	12625884	12626183	chr3:12625983:12626210:142380163
3	12626184	12626359	chr3:12626155:12626386:142380164
3	12626360	12626566	chr3:12626331:12626592:142380165
3	12626567	12626909	chr3:12626539:12626809:142380166
3	12627044	12627498	chr3:12627143:12627398:142380167
3	12632131	12632438	chr3:12632230:12632465:142380168
3	12632439	12632751	chr3:12632410:12632651:142380169
3	12633071	12633507	chr3:12633170:12633407:142380170
3	12641058	12641486	chr3:12641157:12641386:142380171
3	12641517	12641846	chr3:12641616:12641873:142380172
3	12641847	12642183	chr3:12641818:12642083:142380173
3	12645503	12645935	chr3:12645602:12645835:142380174
3	12647556	12648020	chr3:12647655:12647920:142380175
3	12650129	12650555	chr3:12650228:12650455:142380176
3	12650600	12651030	chr3:12650699:12650930:142380177
3	12653315	12653739	chr3:12653414:12653639:142380178
3	12659870	12660172	chr3:12659969:12660199:142380179
3	12660173	12660474	chr3:12660145:12660374:142380180
3	13677919	13678385	chr3:13678018:13678285:142380194
3	30045569	30046039	chr3:30045668:30045939:142380950
3	37035144	37035588	chr3:37035243:37035488:142381484
3	37037974	37038398	chr3:37038073:37038298:142381485
3	37042288	37042715	chr3:37042387:37042615:142381486
3	37045752	37046188	chr3:37045851:37046088:142381487
3	37053175	37053515	chr3:37053274:37053541:142381488
3	37053516	37053837	chr3:37053488:37053737:142381489
3	37055787	37056259	chr3:37055886:37056159:142381490
3	37058861	37059311	chr3:37058960:37059211:142381491
3	37061659	37062099	chr3:37061758:37061999:142381492
3	37066904	37067205	chr3:37067003:37067232:142381493
3	37067206	37067394	chr3:37067177:37067421:142381494
3	37067395	37067698	chr3:37067367:37067598:142381495
3	37070141	37070593	chr3:37070240:37070493:142381496
3	37081525	37081979	chr3:37081624:37081879:142381497
3	37083623	37084059	chr3:37083722:37083959:142381498
3	37088878	37089334	chr3:37088977:37089234:142381499
3	37089876	37090287	chr3:37089975:37090218:142381500
3	37090288	37090725	chr3:37090356:37090625:142381501
3	37091843	37092273	chr3:37091942:37092173:142381502
3	38180019	38180366	chr3:38180118:38180392:142381548
3	38180367	38180714	chr3:38180340:38180614:142381549
3	38181225	38181649	chr3:38181324:38181549:142381550
3	38181764	38182073	chr3:38181863:38182100:142381551
3	38182074	38182286	chr3:38182045:38182312:142381552
3	38182287	38182465	chr3:38182259:38182492:142381553
3	38182466	38182656	chr3:38182437:38182683:142381554
3	38182657	38182986	chr3:38182629:38182886:142381555
3	41240747	41241191	chr3:41240846:41241091:142381844
3	41265426	41265831	chr3:41265525:41265778:142381876
3	41265832	41266081	chr3:41265884:41266109:142381877
3	41266082	41266235	chr3:41266052:41266278:142381878
3	41266236	41266374	chr3:41266192:41266417:142381879
3	41266375	41266517	chr3:41266330:41266556:142381880
3	41266518	41266661	chr3:41266478:41266703:142381881
3	41266662	41266803	chr3:41266618:41266844:142381882
3	41266804	41267007	chr3:41266762:41267034:142381883
3	41267008	41267215	chr3:41266980:41267242:142381884
3	41267216	41267533	chr3:41267188:41267433:142381885
3	41268551	41268989	chr3:41268650:41268889:142381886
3	41274696	41275035	chr3:41274795:41275060:142381887
3	41275036	41275238	chr3:41275009:41275265:142381888
3	41275239	41275425	chr3:41275211:41275452:142381889
3	41275426	41275637	chr3:41275397:41275664:142381890
3	41275638	41275980	chr3:41275609:41275880:142381891
3	41277081	41277539	chr3:41277180:41277439:142381893
3	41277698	41277998	chr3:41277797:41278024:142381895
3	41277999	41278197	chr3:41277971:41278224:142381896
3	41278198	41278496	chr3:41278169:41278396:142381897
3	41279373	41279839	chr3:41279472:41279739:142381898
3	41280493	41280967	chr3:41280592:41280867:142381899
3	44612516	44612974	chr3:44612615:44612874:142381964
3	49397511	49397963	chr3:49397610:49397863:142382289
3	49399795	49400243	chr3:49399894:49400143:142382290
3	49405731	49406155	chr3:49405830:49406055:142382291
3	49412733	49413199	chr3:49412832:49413099:142382292
3	50609488	50609950	chr3:50609587:50609850:142382368
3	51248062	51248510	chr3:51248161:51248410:142382371
3	52820883	52821333	chr3:52820982:52821233:142379718
3	53817222	53817667	chr3:53817321:53817567:142379726
3	54600309	54600761	chr3:54600408:54600661:142379729
3	55802617	55803057	chr3:55802716:55802957:142379787
3	56582381	56582831	chr3:56582480:56582731:142379845
3	57998852	57999316	chr3:57998951:57999216:142380258
3	58634333	58634787	chr3:58634432:58634687:142380279
3	59491056	59491516	chr3:59491155:59491416:142380284
3	61187065	61187489	chr3:61187164:61187389:142380295
3	69928149	69928459	chr3:69928248:69928485:142380626
3	69928460	69928773	chr3:69928432:69928673:142380627
3	69986839	69987170	chr3:69986938:69987198:142380630
3	69987171	69987498	chr3:69987142:69987398:142380631
3	69988115	69988589	chr3:69988214:69988489:142380632
3	69990251	69990690	chr3:69990350:69990590:142380633
3	69998066	69998524	chr3:69998165:69998424:142380634
3	70000848	70001302	chr3:70000947:70001202:142380635
3	70005472	70005896	chr3:70005571:70005796:142380636
3	70008288	70008734	chr3:70008387:70008634:142380637
3	70013862	70014170	chr3:70013961:70014197:142380638
3	70014171	70014341	chr3:70014143:70014368:142380639
3	70014342	70014642	chr3:70014313:70014542:142380640
3	70871861	70872191	chr3:70871960:70872218:142380646
3	70872192	70872515	chr3:70872164:70872415:142380647
3	71821580	71822030	chr3:71821679:71821930:142380655
3	95176543	95177014	chr3:95176642:95176914:142380962
3	97202650	97203108	chr3:97202749:97203008:142380971
3	101058641	101059097	chr3:101058740:101058997:142381047
3	111981780	111982224	chr3:111981879:111982124:142381345
3	121633768	121634204	chr3:121633867:121634104:142381749
3	124951036	124951464	chr3:124951135:124951364:142381781
3	130714679	130715145	chr3:130714778:130715045:142381834
3	132250750	132251174	chr3:132250849:132251074:142381839
3	137068543	137068983	chr3:137068642:137068883:142382057
3	137409123	137409547	chr3:137409222:137409447:142382059
3	139320503	139320955	chr3:139320602:139320855:142382062
3	140956116	140956582	chr3:140956215:140956482:142382137
3	141164797	141165271	chr3:141164896:141165171:142382139
3	142176304	142176774	chr3:142176403:142176674:142382142
3	142177933	142178363	chr3:142178032:142178263:142382143
3	142187959	142188290	chr3:142188058:142188317:142382144
3	142188291	142188637	chr3:142188262:142188537:142382145
3	142230936	142231267	chr3:142231035:142231294:142382147
3	142231268	142231596	chr3:142231239:142231496:142382148
3	142274569	142274883	chr3:142274668:142274910:142382149
3	142274884	142275187	chr3:142274856:142275087:142382150
3	142281050	142281380	chr3:142281149:142281409:142382151
3	142281381	142281549	chr3:142281351:142281576:142382152
3	142281550	142281730	chr3:142281521:142281757:142382153
3	142281731	142281900	chr3:142281703:142281928:142382154
3	142281901	142282240	chr3:142281871:142282140:142382155
3	143403580	143404012	chr3:143403679:143403912:142382157
3	144541932	144542380	chr3:144542031:144542280:142382159
3	145790669	145791099	chr3:145790768:145790999:142382163
3	146310567	146311005	chr3:146310666:146310905:142382164
3	148824276	148824700	chr3:148824375:148824600:142382189
3	150682823	150683272	chr3:150682922:150683172:142382403
3	151150503	151150977	chr3:151150602:151150877:142382405
3	151922136	151922584	chr3:151922235:151922484:142382410
3	152868110	152868572	chr3:152868209:152868472:142382428
3	154079505	154079933	chr3:154079604:154079833:142382449
3	156156189	156156635	chr3:156156288:156156535:142382460
3	156570520	156570944	chr3:156570619:156570844:142382463
3	157226664	157227088	chr3:157226763:157226988:142382466
3	158415863	158416333	chr3:158415962:158416233:142382469
3	160370771	160371227	chr3:160370870:160371127:142382476
3	161574442	161574874	chr3:161574541:161574774:142382478
3	162748216	162748664	chr3:162748315:162748564:142382482
3	163578230	163578674	chr3:163578329:163578574:142382483
3	164782969	164783425	chr3:164783068:164783325:142382485
3	167212194	167212632	chr3:167212293:167212532:142382488
3	169343089	169343557	chr3:169343188:169343457:142382490
3	170568255	170568717	chr3:170568354:170568617:142382493
3	172215441	172215895	chr3:172215540:172215795:142382497
3	173873034	173873490	chr3:173873133:173873390:142382499
3	175987629	175988087	chr3:175987728:175987987:142382503
3	177183566	177184030	chr3:177183665:177183930:142379925
3	178390324	178390752	chr3:178390423:178390652:142379929
3	178916430	178916727	chr3:178916529:178916755:142379931
3	178916728	178916939	chr3:178916699:178916966:142379932
3	178916940	178917242	chr3:178916911:178917142:142379933
3	178917324	178917625	chr3:178917423:178917652:142379934
3	178917626	178917924	chr3:178917597:178917824:142379935
3	178918856	178919169	chr3:178918955:178919196:142379936
3	178919170	178919496	chr3:178919141:178919396:142379937
3	178921198	178921499	chr3:178921297:178921527:142379938
3	178921500	178921804	chr3:178921471:178921704:142379939
3	178922071	178922529	chr3:178922170:178922429:142379940
3	178927181	178927653	chr3:178927280:178927553:142379941
3	178927782	178928083	chr3:178927881:178928110:142379942
3	178928084	178928289	chr3:178928055:178928316:142379943
3	178928290	178928628	chr3:178928261:178928528:142379944
3	178935846	178936306	chr3:178935945:178936206:142379945
3	178936848	178937247	chr3:178936947:178937216:142379946
3	178937248	178937475	chr3:178937278:178937503:142379947
3	178937476	178937639	chr3:178937446:178937672:142379948
3	178937640	178937811	chr3:178937606:178937837:142379949
3	178937812	178938109	chr3:178937784:178938009:142379950
3	178938574	178938873	chr3:178938673:178938900:142379951
3	178938874	178939176	chr3:178938845:178939076:142379952
3	178941731	178942202	chr3:178941830:178942102:142379953
3	178942350	178942804	chr3:178942449:178942704:142379954
3	178946828	178947158	chr3:178946927:178947185:142379955
3	178947159	178947480	chr3:178947131:178947380:142379956
3	178947658	178947952	chr3:178947757:178947982:142379957
3	178947953	178948119	chr3:178947921:178948147:142379958
3	178948120	178948456	chr3:178948091:178948356:142379959
3	178951748	178952067	chr3:178951847:178952094:142379960
3	178952068	178952366	chr3:178952039:178952266:142379961
3	179974906	179975340	chr3:179975005:179975240:142379963
3	181346656	181347088	chr3:181346755:181346988:142379965
3	182401895	182402365	chr3:182401994:182402265:142379966
3	183371118	183371592	chr3:183371217:183371492:142379968
3	184331106	184331576	chr3:184331205:184331476:142379970
3	184870451	184870876	chr3:184870550:184870776:142379972
3	185597656	185598128	chr3:185597755:185598028:142379973
3	186655979	186656419	chr3:186656078:186656319:142379975
3	187878870	187879344	chr3:187878969:187879244:142379979
3	189304346	189304818	chr3:189304445:189304718:142379981
3	190296904	190297338	chr3:190297003:190297238:142379984
3	191339572	191340016	chr3:191339671:191339916:142379986
3	192516586	192517058	chr3:192516685:192516958:142379987
3	192750970	192751396	chr3:192751069:192751296:142379989
3	194266710	194267148	chr3:194266809:194267048:142379990
3	195937544	195937970	chr3:195937643:195937870:142379992
4	265411	265877	chr4:265510:265777:142379534
4	1800853	1801170	chr4:1800952:1801193:142379552
4	1801171	1801350	chr4:1801146:1801377:142379553
4	1801351	1801531	chr4:1801322:1801555:142379554
4	1801532	1801878	chr4:1801506:1801778:142379555
4	1802966	1803270	chr4:1803065:1803295:142379556
4	1803271	1803462	chr4:1803245:1803485:142379557
4	1803463	1803677	chr4:1803439:1803704:142379558
4	1803678	1804019	chr4:1803649:1803919:142379559
4	1805205	1805489	chr4:1805304:1805530:142379560
4	1805490	1805780	chr4:1805448:1805680:142379561
4	1805833	1806141	chr4:1805932:1806167:142379562
4	1806142	1806409	chr4:1806114:1806347:142379563
4	1806410	1806695	chr4:1806470:1806728:142379564
4	1806696	1806952	chr4:1806662:1806936:142379565
4	1806953	1807158	chr4:1806967:1807192:142379566
4	1807159	1807322	chr4:1807123:1807348:142379567
4	1807323	1807482	chr4:1807295:1807521:142379568
4	1807483	1807630	chr4:1807443:1807669:142379569
4	1807631	1807789	chr4:1807591:1807817:142379570
4	1807790	1807947	chr4:1807761:1807987:142379571
4	1807948	1808094	chr4:1807907:1808132:142379572
4	1808095	1808256	chr4:1808055:1808282:142379573
4	1808257	1808436	chr4:1808229:1808460:142379574
4	1808437	1808651	chr4:1808411:1808676:142379575
4	1808652	1808850	chr4:1808625:1808877:142379576
4	1808851	1809191	chr4:1808823:1809091:142379577
4	38698978	38699442	chr4:38699077:38699342:142381591
4	39083583	39084049	chr4:39083682:39083949:142381594
4	46252380	46252808	chr4:46252479:46252708:142382207
4	46930394	46930818	chr4:46930493:46930718:142382211
4	55127126	55127471	chr4:55127225:55127497:142379733
4	55127472	55127808	chr4:55127445:55127708:142379734
4	55129686	55130022	chr4:55129785:55130048:142379735
4	55130023	55130344	chr4:55129995:55130244:142379736
4	55130952	55131424	chr4:55131051:55131324:142379737
4	55133320	55133629	chr4:55133419:55133656:142379738
4	55133630	55133845	chr4:55133601:55133873:142379739
4	55133846	55134190	chr4:55133817:55134090:142379740
4	55138427	55138899	chr4:55138526:55138799:142379741
4	55139572	55139905	chr4:55139671:55139932:142379742
4	55139906	55140250	chr4:55139877:55140150:142379743
4	55140876	55141348	chr4:55140975:55141248:142379744
4	55143927	55144355	chr4:55144026:55144255:142379745
4	55144399	55144871	chr4:55144498:55144771:142379746
4	55151874	55152312	chr4:55151973:55152212:142379747
4	55154832	55155178	chr4:55154931:55155205:142379748
4	55155179	55155498	chr4:55155151:55155398:142379749
4	55156336	55156666	chr4:55156435:55156691:142379750
4	55156667	55156992	chr4:55156641:55156892:142379751
4	55161156	55161618	chr4:55161255:55161518:142379752
4	55561542	55561839	chr4:55561641:55561866:142379764
4	55561840	55562138	chr4:55561811:55562038:142379765
4	55564314	55564616	chr4:55564413:55564642:142379766
4	55564617	55564916	chr4:55564589:55564816:142379767
4	55565662	55566086	chr4:55565761:55565986:142379768
4	55569680	55569991	chr4:55569779:55570018:142379769
4	55569992	55570338	chr4:55569963:55570238:142379770
4	55573128	55573602	chr4:55573227:55573502:142379771
